528	1.86931e-07
530	1.85393e-07
532	1.83698e-07
534	1.82003e-07
536	1.80308e-07
538	1.79314e-07
540	1.78354e-07
542	1.77394e-07
544	1.76434e-07
546	1.75474e-07
548	1.74514e-07
550	1.73582e-07
552	1.72653e-07
554	1.71724e-07
556	1.70795e-07
558	1.69866e-07
560	1.68937e-07
562	1.68008e-07
564	1.67079e-07
566	1.6615e-07
568	1.65221e-07
570	1.64293e-07
572	1.63364e-07
574	1.62435e-07
576	1.61506e-07
578	1.60577e-07
580	1.59648e-07
582	1.58719e-07
584	1.5779e-07
586	1.56861e-07
588	1.55932e-07
590	1.55003e-07
592	1.54074e-07
594	1.53145e-07
596	1.52216e-07
598	1.51287e-07
600	1.50358e-07
602	1.49429e-07
604	1.485e-07
606	1.47571e-07
608	1.46642e-07
610	1.45713e-07
612	1.44784e-07
614	1.43855e-07
616	1.42926e-07
618	1.41998e-07
620	1.41068e-07
622	1.40139e-07
624	1.39211e-07
626	1.38282e-07
628	1.37353e-07
630	1.36424e-07
632	1.35495e-07
634	1.34566e-07
636	1.33637e-07
638	1.32708e-07
640	1.31779e-07
642	1.3085e-07
644	1.29921e-07
646	1.28992e-07
648	1.28063e-07
650	1.27134e-07
652	1.26205e-07
654	1.25276e-07
656	1.24347e-07
658	1.23418e-07
660	1.22489e-07
662	1.2156e-07
664	1.20631e-07
666	1.19702e-07
668	1.18773e-07
670	1.17844e-07
672	1.16916e-07
674	1.15987e-07
676	1.15058e-07
678	1.14129e-07
680	1.132e-07
682	1.12271e-07
684	1.11342e-07
686	1.10413e-07
688	1.09484e-07
690	1.08555e-07
692	1.07626e-07
694	1.06697e-07
696	1.05768e-07
698	1.04839e-07
700	1.0391e-07
702	1.02981e-07
704	1.02052e-07
706	1.01123e-07
708	1.00194e-07
710	9.92652e-08
712	9.83362e-08
714	9.74072e-08
716	9.64783e-08
718	9.55493e-08
720	9.46204e-08
722	9.36914e-08
724	9.27624e-08
726	9.18335e-08
728	9.09045e-08
730	8.99755e-08
732	8.90466e-08
734	8.81176e-08
736	8.71887e-08
738	8.62597e-08
740	8.53307e-08
742	8.44018e-08
744	8.34728e-08
746	8.25438e-08
748	8.16149e-08
750	8.06859e-08
752	7.9757e-08
754	7.8828e-08
756	7.7899e-08
758	7.69701e-08
760	7.60411e-08
762	7.51121e-08
764	7.41832e-08
766	7.32542e-08
768	7.23252e-08
770	7.13963e-08
772	7.04673e-08
774	6.95384e-08
776	6.86094e-08
778	6.76804e-08
780	6.67515e-08
782	6.58225e-08
784	6.48935e-08
786	6.39646e-08
788	6.30356e-08
790	6.21067e-08
792	6.11777e-08
794	6.02487e-08
796	5.93198e-08
798	5.83908e-08
800	5.74618e-08
802	5.65329e-08
804	5.56039e-08
806	5.4675e-08
808	5.3746e-08
810	5.2817e-08
812	5.18881e-08
814	5.09591e-08
816	5.00301e-08
818	4.91012e-08
820	4.81722e-08
822	4.72433e-08
824	4.63143e-08
826	4.53853e-08
828	4.44564e-08
830	4.35274e-08
832	4.25984e-08
834	4.16695e-08
836	4.07405e-08
838	3.98115e-08
840	3.88826e-08
842	3.79536e-08
844	3.70247e-08
846	3.60957e-08
848	3.51667e-08
850	3.42378e-08
852	3.33088e-08
854	3.23798e-08
856	3.14509e-08
858	3.05219e-08
860	2.9593e-08
862	2.8664e-08
864	2.7735e-08
866	2.68061e-08
868	2.58771e-08
870	2.49481e-08
872	2.40192e-08
874	2.30902e-08
876	2.21613e-08
878	2.12323e-08
880	2.03033e-08
882	1.93744e-08
884	1.84454e-08
886	1.75164e-08
888	1.65875e-08
890	1.56585e-08
892	1.47296e-08
894	1.38006e-08
896	1.28716e-08
898	1.19427e-08
900	1.10137e-08
902	1.00847e-08
904	9.1558e-09
906	8.2268e-09
908	7.2979e-09
910	6.3689e-09
912	5.4399e-09
914	4.511e-09
916	3.582e-09
918	2.653e-09
920	1.7241e-09
922	7.951e-10
924	-1.339e-10
926	-1.0628e-09
928	-1.9918e-09
930	-2.9207e-09
932	-3.8497e-09
934	-4.7787e-09
936	-5.7076e-09
938	-6.6366e-09
940	-7.5656e-09
942	-8.4945e-09
944	-9.4235e-09
946	-1.03524e-08
948	-1.12814e-08
950	-1.22104e-08
952	-1.31393e-08
954	-1.40683e-08
956	-1.49973e-08
958	-1.59262e-08
960	-1.68552e-08
962	-1.77841e-08
964	-1.87131e-08
966	-1.96421e-08
968	-2.0571e-08
970	-2.15e-08
972	-2.2429e-08
974	-2.33579e-08
976	-2.42869e-08
978	-2.52158e-08
980	-2.61448e-08
982	-2.70738e-08
984	-2.80027e-08
986	-2.89317e-08
988	-2.98607e-08
990	-3.07896e-08
992	-3.17186e-08
994	-3.26476e-08
996	-3.35765e-08
998	-3.45055e-08
1000	-3.54344e-08
