250	-2.77305e+22
252	0
254	-2.93077e+31
256	0
258	6.21195e-07
260	6.17079e-07
262	6.12964e-07
264	6.08849e-07
266	6.04733e-07
268	6.00618e-07
270	5.96503e-07
272	5.92388e-07
274	5.88272e-07
276	5.84157e-07
278	5.80042e-07
280	5.75927e-07
282	5.71811e-07
284	5.67696e-07
286	5.63581e-07
288	5.59465e-07
290	5.5535e-07
292	5.51235e-07
294	5.4712e-07
296	5.43004e-07
298	5.38889e-07
300	5.34774e-07
302	5.30659e-07
304	5.26543e-07
306	5.22428e-07
308	5.18313e-07
310	5.14197e-07
312	5.10082e-07
314	5.05967e-07
316	5.01852e-07
318	4.97736e-07
320	4.93621e-07
322	4.89506e-07
324	4.85391e-07
326	4.81275e-07
328	4.7716e-07
330	4.73045e-07
332	4.68929e-07
334	4.64814e-07
336	4.60699e-07
338	4.56584e-07
340	4.52468e-07
342	4.48353e-07
344	4.44238e-07
346	4.40123e-07
348	4.36007e-07
350	4.31892e-07
352	4.27777e-07
354	4.23662e-07
356	4.19546e-07
358	4.15431e-07
360	4.11316e-07
362	4.072e-07
364	4.00926e-07
366	3.95118e-07
368	3.93317e-07
370	3.91516e-07
372	3.89715e-07
374	3.85834e-07
376	3.81385e-07
378	3.76848e-07
380	3.73008e-07
382	3.69168e-07
384	3.65685e-07
386	3.63284e-07
388	3.60882e-07
390	3.565e-07
392	3.51108e-07
394	3.46655e-07
396	3.43056e-07
398	3.36678e-07
400	3.33798e-07
402	3.31028e-07
404	3.28813e-07
406	3.26598e-07
408	3.22982e-07
410	3.18181e-07
412	3.13571e-07
414	3.10369e-07
416	3.07168e-07
418	3.03968e-07
420	3.01204e-07
422	2.98899e-07
424	2.96595e-07
426	2.9429e-07
428	2.91986e-07
430	2.87877e-07
432	2.81475e-07
434	2.77505e-07
436	2.75001e-07
438	2.72497e-07
440	2.69992e-07
442	2.67488e-07
444	2.63908e-07
446	2.60307e-07
448	2.56706e-07
450	2.54609e-07
452	2.53008e-07
454	2.51407e-07
456	2.49425e-07
458	2.44625e-07
460	2.42939e-07
462	2.41567e-07
464	2.40194e-07
466	2.38822e-07
468	2.3644e-07
470	2.3356e-07
472	2.30681e-07
474	2.27801e-07
476	2.25441e-07
478	2.23383e-07
480	2.21325e-07
482	2.19475e-07
484	2.17675e-07
486	2.15875e-07
488	2.14499e-07
490	2.13431e-07
492	2.12364e-07
494	2.11297e-07
496	2.1023e-07
498	2.09053e-07
500	2.07133e-07
502	2.05213e-07
504	2.03334e-07
506	2.01818e-07
508	2.00303e-07
510	1.98787e-07
512	1.97355e-07
514	1.96155e-07
516	1.94954e-07
518	1.93753e-07
520	1.92552e-07
522	1.91251e-07
524	1.89811e-07
526	1.88371e-07
